Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22777.6468,NA,16.67920000000000,16.64090000000000,0.41220000000000,0.77930000000000,16.0837,22761.3751,16.6839,16.2717,0.4122,16.4188,0.6322,0.6163,0.0159,-0.0904,22761.3751,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22781.1388,NA,16.86120000000000,16.64090000000000,0.00000000000000,0.27220000000000,12.5917,22764.2776,16.8612,16.8612,0.0000,0.2494,16.8840,0.7523,16.1317,0.0178,22764.2776,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22794.4533,NA,16.80650000000000,16.68700000000000,0.48490000000000,0.77320000000000,15.9642,22778.0590,16.8792,16.3943,0.4849,16.5564,0.6111,0.6046,0.0065,-0.0031,22778.0590,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22797.7957,NA,16.65690000000000,16.68700000000000,0.00000000000000,0.26720000000000,12.6218,22781.1388,16.6569,16.6569,0.0000,0.2722,16.6519,0.6793,15.9726,0.1742,22781.1388,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22811.3262,NA,16.87290000000000,16.65380000000000,0.38510000000000,0.76370000000000,15.7451,22794.9382,16.7731,16.3880,0.3851,16.5341,0.6176,0.6113,0.0063,0.2254,22794.9382,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22814.5048,NA,16.70910000000000,16.65380000000000,0.00000000000000,0.26630000000000,12.5665,22797.7957,16.7091,16.7091,0.0000,0.2672,16.7082,0.6757,16.0325,0.0031,22797.7957,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22827.7237,NA,16.39750000000000,16.65420000000000,0.41730000000000,0.76180000000000,16.0018,22811.7113,16.4297,16.0124,0.4173,16.1667,0.6075,0.6008,0.0067,0.1189,22811.7113,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22831.2478,NA,16.74300000000000,16.65420000000000,0.00000000000000,0.26090000000000,12.4777,22814.5048,16.7430,16.7430,0.0000,0.2663,16.7376,0.6701,16.0675,0.0549,22814.5048,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22844.5003,NA,16.77660000000000,16.70190000000000,0.38150000000000,0.76720000000000,15.9271,22828.1410,16.7408,16.3593,0.3815,16.5166,0.6099,0.5995,0.0104,-0.2722,22828.1410,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22848.0024,NA,16.75460000000000,16.70190000000000,0.00000000000000,0.25380000000000,12.4250,22831.2478,16.7546,16.7546,0.0000,0.2609,16.7475,0.6574,16.0901,0.0411,22831.2478,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22861.0432,NA,16.54290000000000,16.67560000000000,0.43600000000000,0.79460000000000,16.0598,22844.8818,16.5974,16.1614,0.4360,16.3270,0.6290,0.6193,0.0097,0.0652,22844.8818,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22864.7967,NA,16.79430000000000,16.67560000000000,0.00000000000000,0.20300000000000,12.3063,22848.0024,16.7943,16.7943,0.0000,0.2538,16.7435,0.6672,16.0763,0.0790,22848.0024,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22878.0087,NA,16.96550000000000,16.62480000000000,0.36190000000000,0.84530000000000,15.7191,22861.4792,16.8914,16.5295,0.3619,16.6739,0.7009,0.6942,0.0067,-0.0274,22861.4792,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22881.4163,NA,16.61960000000000,16.62480000000000,0.00000000000000,0.25870000000000,12.3115,22864.7967,16.6196,16.6196,0.0000,0.2030,16.6753,0.7103,15.9650,0.1695,22864.7967,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22894.7280,NA,16.71930000000000,16.70220000000000,0.40870000000000,0.75320000000000,15.7020,22878.3706,16.7661,16.3574,0.4087,16.5218,0.5888,0.5793,0.0095,0.1892,22878.3706,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22898.1860,NA,16.76970000000000,16.70220000000000,0.00000000000000,0.24210000000000,12.2440,22881.4163,16.7697,16.7697,0.0000,0.2587,16.7531,0.6655,16.0876,-0.0826,22881.4163,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22910.9816,NA,16.25360000000000,16.65300000000000,0.39600000000000,0.75870000000000,16.1014,22895.1367,16.2409,15.8449,0.3960,15.9860,0.6176,0.6082,0.0094,0.1131,22895.1367,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22914.8903,NA,16.70430000000000,16.65300000000000,0.00000000000000,0.27230000000000,12.1927,22898.1860,16.7043,16.7043,0.0000,0.2421,16.7345,0.6597,16.0748,0.1167,22898.1860,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22928.5345,NA,17.55290000000000,16.66120000000000,0.40610000000000,0.76190000000000,15.2097,22911.3776,17.5630,17.1569,0.4061,17.3088,0.6100,0.6014,0.0086,-0.4203,22911.3776,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22931.6504,NA,16.76010000000000,16.66120000000000,0.00000000000000,0.22310000000000,12.0938,22914.8903,16.7601,16.7601,0.0000,0.2723,16.7109,0.6768,16.0341,0.0431,22914.8903,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22944.5895,NA,16.05500000000000,16.70120000000000,0.58380000000000,0.83290000000000,15.8559,22928.9406,16.2327,15.6489,0.5838,15.8504,0.6314,0.6224,0.0090,0.8618,22928.9406,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22948.4835,NA,16.83310000000000,16.70120000000000,0.00000000000000,0.26320000000000,11.9619,22931.6504,16.8331,16.8331,0.0000,0.2231,16.8732,0.7368,16.1364,0.0589,22931.6504,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22961.1923,NA,16.60280000000000,16.63610000000000,0.47050000000000,0.78470000000000,15.8892,22945.1733,16.4895,16.0190,0.4705,16.1788,0.6249,0.6162,0.0087,-0.4034,22945.1733,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22965.0338,NA,16.55030000000000,16.63610000000000,0.00000000000000,0.27220000000000,12.0477,22948.4835,16.5503,16.5503,0.0000,0.2632,16.5593,0.6904,15.8689,0.1970,22948.4835,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22978.2328,NA,17.04050000000000,16.65390000000000,0.49880000000000,0.78910000000000,15.5026,22961.6628,17.0688,16.5700,0.4988,16.7397,0.6194,0.6119,0.0075,-0.1644,22961.6628,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22981.8309,NA,16.79710000000000,16.65390000000000,0.00000000000000,0.23990000000000,11.9045,22965.0338,16.7971,16.7971,0.0000,0.2722,16.7648,0.6656,16.0992,-0.1036,22965.0338,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,22994.3046,NA,16.07180000000000,16.69470000000000,0.50170000000000,0.77710000000000,16.1255,22978.7316,16.0747,15.5730,0.5017,15.7557,0.5944,0.5886,0.0058,0.3741,22978.7316,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,22999.1926,NA,17.36170000000000,16.69470000000000,0.00000000000000,0.24660000000000,11.2375,22981.8309,17.3617,17.3617,0.0000,0.2399,17.3684,0.6480,16.7204,0.1024,22981.8309,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23011.3574,NA,17.05280000000000,16.65400000000000,0.44800000000000,0.76830000000000,15.7267,22994.8063,16.9991,16.5511,0.4480,16.6972,0.6222,0.6155,0.0067,-0.5793,22994.8063,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23015.2556,NA,16.06300000000000,16.65400000000000,0.00000000000000,0.26860000000000,11.8285,22999.1926,16.0630,16.0630,0.0000,0.2466,16.0850,0.6704,15.4146,0.7077,22999.1926,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23027.6457,NA,16.28830000000000,16.64940000000000,0.43700000000000,0.78450000000000,16.0878,23011.8054,16.2773,15.8403,0.4370,15.9815,0.6433,0.6349,0.0084,0.3497,23011.8054,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23031.9008,NA,16.64520000000000,16.64940000000000,0.00000000000000,0.25110000000000,11.8327,23015.2556,16.6452,16.6452,0.0000,0.2686,16.6277,0.6585,15.9692,-0.5864,23015.2556,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23044.4052,NA,16.75950000000000,16.67940000000000,0.39100000000000,0.79300000000000,16.0077,23028.0827,16.7135,16.3225,0.3910,16.4755,0.6400,0.6266,0.0134,-0.4021,23028.0827,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23048.6962,NA,16.79540000000000,16.67940000000000,0.00000000000000,0.24220000000000,11.7167,23031.9008,16.7954,16.7954,0.0000,0.2511,16.7865,0.6933,16.0932,-0.0342,23031.9008,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23060.9791,NA,16.57390000000000,16.67180000000000,0.43200000000000,0.77290000000000,16.1056,23044.7962,16.6149,16.1829,0.4320,16.3344,0.6214,0.6150,0.0064,0.0417,23044.7962,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23065.4064,NA,16.71020000000000,16.67180000000000,0.00000000000000,0.26620000000000,11.6783,23048.6962,16.7102,16.7102,0.0000,0.2422,16.7342,0.6826,16.0516,0.1236,23048.6962,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23077.6879,NA,16.70880000000000,16.64130000000000,0.55160000000000,0.98220000000000,16.0381,23061.4111,16.8284,16.2768,0.5516,16.5657,0.6933,0.6863,0.0070,-0.0264,23061.4111,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23082.2403,NA,16.83390000000000,16.64130000000000,0.00000000000000,0.27520000000000,11.4857,23065.4064,16.8339,16.8339,0.0000,0.2662,16.8429,0.6810,16.1619,0.0689,23065.4064,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23094.2935,NA,16.60560000000000,16.70300000000000,0.43070000000000,0.87590000000000,16.1355,23078.2395,16.4847,16.0540,0.4307,16.2030,0.7269,0.7104,0.0165,0.1254,23078.2395,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23098.9169,NA,16.67660000000000,16.70300000000000,0.00000000000000,0.20030000000000,11.5121,23082.2403,16.6766,16.6766,0.0000,0.2752,16.6017,0.6811,15.9206,0.1309,23082.2403,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23111.0150,NA,16.72150000000000,16.65060000000000,0.39950000000000,0.75420000000000,16.0646,23094.7242,16.6903,16.2908,0.3995,16.4398,0.6052,0.5965,0.0087,-0.1659,23094.7242,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23115.7456,NA,16.82870000000000,16.65060000000000,0.00000000000000,0.22320000000000,11.3340,23098.9169,16.8287,16.8287,0.0000,0.2003,16.8516,0.6955,16.1561,0.0260,23098.9169,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23127.6801,NA,16.66510000000000,16.64600000000000,0.41350000000000,0.79560000000000,16.0455,23111.4145,16.6791,16.2656,0.4135,16.4047,0.6565,0.6326,0.0239,0.0443,23111.4145,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23132.2813,NA,16.53570000000000,16.64600000000000,0.00000000000000,0.28230000000000,11.4443,23115.7456,16.5357,16.5357,0.0000,0.2232,16.5948,0.6906,15.9042,0.1827,23115.7456,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23144.3191,NA,16.63900000000000,16.69060000000000,0.45780000000000,0.78010000000000,16.0971,23128.0936,16.6833,16.2255,0.4578,16.3739,0.6317,0.6245,0.0072,-0.0115,23128.0936,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23148.9940,NA,16.71270000000000,16.69060000000000,0.00000000000000,0.27770000000000,11.4222,23132.2813,16.7127,16.7127,0.0000,0.2823,16.7081,0.6562,16.0519,-0.1549,23132.2813,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23160.9949,NA,16.67580000000000,16.66940000000000,0.51840000000000,0.92200000000000,16.0907,23144.7769,16.7364,16.2180,0.5184,16.4560,0.6840,0.6782,0.0058,0.0139,23144.7769,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23165.7232,NA,16.72920000000000,16.66940000000000,0.00000000000000,0.23580000000000,11.3624,23148.9940,16.7292,16.7292,0.0000,0.2777,16.6873,0.6770,16.0103,0.0433,23148.9940,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23177.6591,NA,16.66420000000000,16.65920000000000,0.58700000000000,0.95600000000000,16.0857,23161.5133,16.7328,16.1458,0.5870,16.3279,0.7739,0.7671,0.0068,0.0772,23161.5133,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23182.4718,NA,16.74860000000000,16.65920000000000,0.00000000000000,0.27290000000000,11.2730,23165.7232,16.7486,16.7486,0.0000,0.2358,16.7857,0.6490,16.1367,0.0700,23165.7232,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23194.3561,NA,16.69700000000000,16.69270000000000,0.42320000000000,0.76700000000000,16.0814,23178.2461,16.5332,16.1100,0.4232,16.2540,0.6230,0.6166,0.0064,0.0401,23178.2461,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23199.1449,NA,16.67310000000000,16.69270000000000,0.00000000000000,0.23830000000000,11.2926,23182.4718,16.6731,16.6731,0.0000,0.2729,16.6385,0.6682,15.9703,0.0559,23182.4718,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23211.1178,NA,16.76170000000000,16.66830000000000,0.50890000000000,0.75360000000000,15.9880,23194.7793,16.8474,16.3385,0.5089,16.4836,0.6085,0.6000,0.0085,-0.1351,23194.7793,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23217.7997,NA,18.65480000000000,16.66830000000000,0.00000000000000,0.45400000000000,9.3061,23199.1449,18.6548,18.6548,0.0000,0.2383,18.8705,1.1279,17.7426,0.0048,23199.1449,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23229.4763,NA,18.35850000000000,16.66060000000000,0.53340000000000,2.14070000000000,14.2901,23211.6267,18.3830,17.8496,0.5334,11.3303,8.6600,1.7034,6.9566,0.1868,23211.6267,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23234.7782,NA,16.97850000000000,16.66060000000000,0.00000000000000,0.69690000000000,8.9882,23217.7997,16.9785,16.9785,0.0000,1.0058,16.6696,0.8581,15.8115,1.9942,23217.7997,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,23235.9109,NA,17.22420000000000,16.72540000000000,0.00000000000000,0.05290000000000,12.8268,23218.6867,17.2242,17.2242,0.0000,16.7884,0.4887,0.4265,0.0622,NA,23218.6867,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23244.7631,NA,15.28680000000000,16.63860000000000,0.67940000000000,1.00810000000000,15.6419,23230.0097,15.4328,14.7534,0.6794,15.0313,0.7302,0.7265,0.0037,1.7444,23230.0097,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,23263.9762,NA,25.11630000000000,NA,0.30910000000000,0.34110000000000,NA,23239.5137,24.7716,24.4625,0.3091,24.5564,0.2472,0.2421,0.0051,NA,NA,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23250.9339,NA,16.15570000000000,16.63860000000000,0.00000000000000,0.40890000000000,9.4711,23234.7782,16.1557,16.1557,0.0000,1.1856,15.3790,0.7578,14.6212,0.3399,23234.7782,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,23251.7952,NA,15.88430000000000,16.70970000000000,0.00000000000000,0.12430000000000,13.6522,23235.9109,15.8843,15.8843,0.0000,15.4319,0.5767,0.5481,0.0286,0.5145,23235.9109,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23261.2362,NA,16.47310000000000,16.65480000000000,0.36800000000000,0.83920000000000,15.8236,23245.4425,16.1617,15.7937,0.3680,15.9254,0.7075,0.6948,0.0127,-1.2220,23245.4425,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23266.2653,NA,15.33140000000000,16.65480000000000,0.00000000000000,0.46960000000000,10.7945,23250.9339,15.3314,15.3314,0.0000,0.9856,14.8154,0.6244,14.1910,-0.4991,23250.9339,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23277.7239,NA,16.48770000000000,16.66110000000000,0.47470000000000,1.11450000000000,15.9970,23261.6042,16.5944,16.1197,0.4747,16.3178,0.9164,0.9093,0.0071,-0.4994,23261.6042,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23283.5382,NA,17.27290000000000,16.66110000000000,0.00000000000000,0.27500000000000,10.1827,23266.2653,17.2729,17.2729,0.0000,1.0359,16.5120,0.5775,15.9345,-1.3297,23266.2653,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23294.3776,NA,16.65370000000000,16.67810000000000,0.44680000000000,1.19390000000000,16.0214,23278.1986,16.6258,16.1790,0.4468,16.3496,1.0233,1.0157,0.0076,-0.0837,23278.1986,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23299.8506,NA,16.31240000000000,16.67810000000000,0.00000000000000,0.28340000000000,10.5484,23283.5382,16.3124,16.3124,0.0000,0.2750,16.3208,0.7114,15.6094,0.5948,23283.5382,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23311.0210,NA,16.64340000000000,16.66590000000000,0.43370000000000,0.88630000000000,16.0439,23294.8244,16.6303,16.1966,0.4337,16.3645,0.7184,0.7074,0.0110,-0.0401,23294.8244,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23316.3458,NA,16.49520000000000,16.66590000000000,0.00000000000000,0.27930000000000,10.7191,23299.8506,16.4952,16.4952,0.0000,0.2834,16.4911,0.6655,15.8256,-0.3535,23299.8506,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23327.9286,NA,16.90760000000000,16.65720000000000,0.56340000000000,0.86570000000000,15.7935,23311.4547,17.0373,16.4739,0.5634,16.7005,0.6391,0.6306,0.0085,-0.0269,23311.4547,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23333.1310,NA,16.78520000000000,16.65720000000000,0.00000000000000,0.25320000000000,10.5911,23316.3458,16.7852,16.7852,0.0000,0.2793,16.7591,0.6639,16.0952,-0.1620,23316.3458,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23344.4870,NA,16.55840000000000,16.69970000000000,0.58420000000000,0.85700000000000,15.9348,23328.4920,16.5792,15.9950,0.5842,16.2145,0.6375,0.6264,0.0111,0.3376,23328.4920,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23349.9376,NA,16.80660000000000,16.69970000000000,0.00000000000000,0.27240000000000,10.4842,23333.1310,16.8066,16.8066,0.0000,0.2532,16.8258,0.6860,16.1398,0.0855,23333.1310,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23361.1978,NA,16.71080000000000,16.68400000000000,0.51280000000000,0.79810000000000,15.9080,23345.0712,16.6394,16.1266,0.5128,16.2990,0.6257,0.6161,0.0096,-0.1048,23345.0712,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23366.5802,NA,16.64260000000000,16.68400000000000,0.00000000000000,0.25010000000000,10.5256,23349.9376,16.6426,16.6426,0.0000,0.2724,16.6203,0.6876,15.9327,0.1226,23349.9376,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23377.9111,NA,16.71330000000000,16.64210000000000,0.44560000000000,0.82110000000000,15.8368,23361.7106,16.6461,16.2005,0.4456,16.3819,0.6397,0.6210,0.0187,-0.0027,23361.7106,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23383.3321,NA,16.75190000000000,16.64210000000000,0.00000000000000,0.23880000000000,10.4158,23366.5802,16.7519,16.7519,0.0000,0.2501,16.7406,0.6804,16.0602,0.0005,23366.5802,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23394.4574,NA,16.54630000000000,16.67860000000000,0.58150000000000,0.82440000000000,15.9691,23378.3567,16.6822,16.1007,0.5815,16.2920,0.6331,0.6247,0.0084,-0.0325,23378.3567,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23400.2880,NA,16.95590000000000,16.67860000000000,0.00000000000000,0.24510000000000,10.1385,23383.3321,16.9559,16.9559,0.0000,0.2388,16.9622,0.6834,16.2788,0.0733,23383.3321,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23411.3360,NA,16.87860000000000,16.66070000000000,0.42330000000000,0.77210000000000,15.7512,23395.0389,16.7204,16.2971,0.4233,16.4621,0.6071,0.6001,0.0070,0.0215,23395.0389,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23416.7139,NA,16.42590000000000,16.66070000000000,0.00000000000000,0.26850000000000,10.3733,23400.2880,16.4259,16.4259,0.0000,0.2451,16.4493,0.6826,15.7667,0.2952,23400.2880,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23428.4344,NA,17.09840000000000,16.65660000000000,0.45170000000000,0.74800000000000,15.3094,23411.7593,17.1268,16.6751,0.4517,16.8240,0.5991,0.5920,0.0071,0.0638,23411.7593,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23434.1405,NA,17.42660000000000,16.65660000000000,0.00000000000000,0.25760000000000,9.6033,23416.7139,17.4266,17.4266,0.0000,0.2685,17.4157,0.6891,16.7266,-0.2307,23416.7139,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23444.8946,NA,16.46020000000000,16.68760000000000,0.67920000000000,1.26420000000000,15.5368,23428.8861,16.6877,16.0085,0.6792,7.7895,9.4832,3.1566,6.3266,0.4392,23428.8861,NA,NA,NA
Code.exe,19316,0x27AFE9C5770,DXGI,0,0,0,Composed: Flip,23458.0076,NA,194.03139999999999,NA,0.40630000000000,0.93400000000000,NA,23264.2853,194.1286,193.7223,0.4063,192.9580,1.6983,1.0698,0.6285,NA,NA,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23450.6459,NA,16.50540000000000,16.68760000000000,0.00000000000000,0.47340000000000,9.7855,23434.1405,16.5054,16.5054,0.0000,0.2576,16.7212,0.9216,15.7996,0.7390,23434.1405,NA,NA,NA
<unknown>,1356,0x100000000,Other,-1,0,0,Hardware: Legacy Flip,23267.1829,NA,15.38770000000000,16.73940000000000,0.00000000000000,0.11830000000000,15.0039,23251.7952,15.3877,15.3877,0.0000,14.9397,0.5663,0.5536,0.0127,-0.8551,23251.7952,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23461.6616,NA,16.76700000000000,16.66850000000000,0.51120000000000,0.84310000000000,15.4383,23445.5738,16.5990,16.0878,0.5112,15.8399,1.0910,0.7648,0.3262,0.0192,23445.5738,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23466.9729,NA,16.32700000000000,16.66850000000000,0.00000000000000,0.48990000000000,10.1270,23450.6459,16.3270,16.3270,0.0000,0.4734,16.3435,0.9805,15.3630,-0.1631,23450.6459,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23478.5524,NA,16.89080000000000,16.63810000000000,0.51200000000000,0.84110000000000,15.1856,23462.1728,16.8916,16.3796,0.5120,15.7208,1.4999,0.8772,0.6227,-0.0391,23462.1728,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23483.7088,NA,16.73590000000000,16.63810000000000,0.00000000000000,0.44940000000000,10.0292,23466.9729,16.7359,16.7359,0.0000,1.0880,16.0973,0.7546,15.3427,-0.3111,23466.9729,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23495.1939,NA,16.64150000000000,16.67070000000000,0.52590000000000,0.98180000000000,15.2148,23479.0644,16.6554,16.1295,0.5259,16.3433,0.7680,0.7558,0.0122,0.2209,23479.0644,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23500.5866,NA,16.87780000000000,16.67070000000000,0.00000000000000,0.30780000000000,9.8221,23483.7088,16.8778,16.8778,0.0000,0.4494,16.7362,0.8717,15.8645,0.0652,23483.7088,NA,NA,NA
brave.exe,29928,0x1FE7545DD80,DXGI,0,0,0,Composed: Flip,23511.1294,NA,15.93550000000000,16.66380000000000,0.47300000000000,0.79550000000000,15.9431,23495.7198,15.8826,15.4096,0.4730,15.5850,0.6201,0.6138,0.0063,-0.0084,23495.7198,NA,NA,NA
<unknown>,1356,0x0,Other,-1,0,0,Hardware: Legacy Flip,23517.1163,NA,16.52970000000000,16.66380000000000,0.00000000000000,0.29020000000000,9.9562,23500.5866,16.5297,16.5297,0.0000,0.3078,16.5121,0.7426,15.7695,0.2140,23500.5866,NA,NA,NA
